Name,Start price,Price,CMGR[$] 3mo,Cum. ROI,Avg. Mkt. Cap,Mkt. Cap,24h Vol,Age (mo),Winning months,Avg. volume,ATH,% fm. ATH,ATH (BTC),% fm. ATH (BTC)
Paypex,0.3580,0.0156,- 8.63,- 95.67,862572,1.07 MM,22.02 K,30155,25,25.00,2.54,-99.38,0.0003,-99.31
Happycoin,0.0019,0.0447,9.60,2285.91,1286974,1.06 MM,29.99,40,32,33.00,2.33,-98.09,0.0004,-98.35
W Green Pay,0.1961,0.0804,- 26.67,- 58.08,1148804,1.05 MM,175.87 K,384323,7,25.00,0.5132,-84.32,0.00005328,-79.73
Ice Rock Mining,0.2909,0.0670,- 8.94,- 79.83,655632,1.05 MM,21.29 K,34694,16,33.00,1.85,-96.37,0.0005,-98.21
PetroDollar,0.0003,0.0165,- 20.56,4745.81,1048479,1.05 MM,11.54,11,68,42.00,0.1091,-84.92,0.00000945,-76.62
Azbit,0.00002533,0.00001470,- 24.26,- 40.84,1155817,1.05 MM,158.99 K,171756,2,0.00,0.00002279,-35.47,0.00000000,-100.00
Crown,0.0110,0.0445,- 6.16,267.41,1023302,1.05 MM,3.40 K,1750,61,25.00,4.55,-99.02,0.0007,-99.18
Peerplays,11.23,0.2329,- 30.96,- 97.90,2201932,1.05 MM,84.36 K,108365,30,33.00,20.80,-98.88,0.0073,-99.57
ZumCoin,0.00007009,0.0011,122.47,1571.43,1994371,1.05 MM,19.27,130,11,42.00,0.0064,-83.36,0.00000074,-81.13
EXRNchain,0.00000383,0.00001128,- 6.01,181.67,1185016,1.04 MM,20.19 K,24658,25,42.00,0.0002,-93.67,0.00000002,-100.00
Footballcoin,0.0048,0.0028,- 25.31,- 42.74,1363557,1.04 MM,48.92 K,47441,11,50.00,0.0122,-77.15,0.00000128,-71.08
Beetle Coin,0.0023,0.0050,- 25.29,96.59,1176462,1.04 MM,27.71 K,33606,15,67.00,0.0446,-88.81,0.00001145,-94.15
Leverj,0.2644,0.0088,18.33,- 93.23,2387248,1.03 MM,0.00,133,23,42.00,0.2051,-95.73,0.00001836,-93.57
Naka Bodhi Token,0.0582,0.0172,- 12.32,- 75.41,1019708,1.03 MM,23.30 K,1300,5,8.00,0.0559,-69.26,0.00000538,-57.08
FNKOS,0.1305,0.0066,- 10.06,- 94.93,981915,1.03 MM,0.00,12,17,25.00,0.1441,-95.41,0.00001787,-95.02
Paytomat,0.0057,0.0057,19.96,- 8.93,1074943,1.02 MM,66.47 K,76492,8,17.00,0.0073,-22.06,0.00000116,-34.60
QChi,0.0368,0.0315,- 5.47,- 7.51,1046744,1.02 MM,125.90 K,121881,13,25.00,0.2708,-88.36,0.00007222,-94.14
Enecuum,0.0988,0.0245,- 35.66,- 80.20,1009927,1.02 MM,79.57 K,89084,4,0.00,0.1732,-85.88,0.00001711,-80.83
NeuroChain,0.0246,0.0024,- 21.58,- 90.06,1039459,1.02 MM,28.63 K,32243,16,17.00,0.0395,-93.92,0.00000543,-94.11
Diamond,0.5734,0.3020,- 23.34,- 46.34,1206407,1.02 MM,283.54,1400,71,33.00,32.28,-99.06,0.0030,-98.64
Rapids,0.00001886,0.00008307,- 14.96,309.10,1126730,1.01 MM,62.52,748,14,33.00,0.0009,-90.74,0.00000023,-95.60
Shift,0.0782,0.0738,- 28.53,1.50,1403090,1.00 MM,2.79 K,2104,51,42.00,11.34,-99.35,0.0011,-99.12
ugChain,0.1521,0.0018,- 10.02,- 98.92,1210482,1.00 MM,151.05 K,163655,23,42.00,0.1896,-99.07,0.00001673,-98.57
Adshares,0.1347,0.0285,- 24.71,- 78.74,1273138,993.27 K,9.06 K,6960,28,42.00,2.18,-98.69,0.0002,-97.47
Etheera,0.00005429,0.0001,- 33.23,- 96.94,77953,993.14 K,416.37,72,14,42.00,0.0185,-99.25,0.00000334,-99.40
Plair,0.00009078,0.00004995,- 9.70,- 40.49,1184978,991.90 K,13.63 K,49610,10,25.00,0.0007,-93.10,0.00000018,-94.39
LUXCoin,2.06,0.1462,- 5.23,- 92.76,1074456,991.69 K,107.53,1851,25,25.00,49.85,-99.71,0.0035,-99.44
Humaniq,0.0719,0.0053,- 8.23,- 92.80,1048817,988.54 K,80.39 K,74743,31,42.00,0.6155,-99.14,0.00008656,-99.18
Eden,0.0355,0.0016,- 16.05,- 95.05,1257166,983.12 K,671.65 K,9538843,15,50.00,0.0365,-95.51,0.00000550,-96.00
CargoX,0.1946,0.0063,- 11.87,- 97.57,841663,982.10 K,3.90 K,3250,22,33.00,0.1579,-95.99,0.00002571,-96.69
Bean Cash,0.00004828,0.0003,- 2.60,502.57,1349512,978.71 K,0.00,2,57,50.00,0.0402,-99.28,0.00000351,-98.86
Smartshare,0.0048,0.0002,- 39.18,- 95.35,1312384,977.07 K,144.96 K,191934,18,50.00,0.0039,-94.57,0.00000058,-94.86
Edgeless,0.0425,0.0083,- 30.25,- 81.18,1096052,976.88 K,2.03 K,3498,32,25.00,2.87,-99.71,0.0004,-99.70
Zebi,0.1107,0.0043,7.23,- 96.29,701891,974.76 K,131.77,76360,19,42.00,0.2089,-97.94,0.00002238,-97.41
Mooncoin,0.00000989,0.00000428,- 29.87,- 50.21,1321169,969.42 K,25.49,483,71,50.00,0.0008,-99.49,0.00000025,-100.00
Ubex,0.0101,0.0003,- 21.59,- 96.79,1246909,964.41 K,879.15 K,1152728,16,42.00,0.0238,-98.70,0.00000361,-98.89
CEEK VR,0.0522,0.0019,- 7.28,- 96.36,1078735,956.64 K,6.27 K,3233,18,42.00,0.1833,-98.96,0.00002737,-99.05
Teloscoin,0.0029,0.0077,16.30,134.58,853666,948.73 K,8.58 K,9172,13,50.00,0.0278,-72.51,0.00000804,-87.19
Medicalchain,0.3185,0.0031,- 22.07,- 98.99,1157105,945.25 K,80.86 K,46494,22,33.00,0.3545,-99.14,0.00003885,-98.94
DomRaider,0.0493,0.0016,- 9.11,- 98.23,616328,943.78 K,120.02,3798,25,25.00,0.1638,-99.03,0.00001163,-98.19
DAEX,0.1746,0.0026,- 21.71,- 98.40,1074064,939.20 K,328.12 K,438323,19,42.00,0.1788,-98.52,0.00001910,-98.12
SINOVATE,0.0073,0.0015,- 31.61,- 84.03,1114439,938.59 K,5.77 K,10707,13,33.00,0.0102,-85.68,0.00000184,-89.11
MargiX,0.0063,0.0063,- 26.36,- 4.96,338419,931.71 K,523.30 K,563155,1,0.00,0.0067,-6.25,0.00000084,0.00
Orbitcoin,0.1818,0.2863,- 10.11,54.38,991168,922.01 K,0.00,340,71,67.00,1.32,-78.35,0.0006,-93.33
MonetaryUnit,0.0003,0.0052,- 10.22,1306.24,935699,918.47 K,1.34 K,1319,61,42.00,0.4966,-98.95,0.00005286,-98.68
Mcashchain,0.0199,0.0071,- 22.89,- 62.88,1087927,916.42 K,13.88 K,3242,4,0.00,0.0539,-86.91,0.00000625,-84.79
Hyper Speed Network,0.0736,0.0110,- 25.86,- 85.04,920751,914.33 K,107.96 K,185467,2,0.00,0.0977,-88.76,0.00001190,-87.65
DABANKING,0.5778,0.2351,- 22.64,- 59.70,688711,913.35 K,8.55 K,4025,3,0.00,0.6428,-63.42,0.00006198,-49.06
Presearch,0.1043,0.0059,- 10.86,- 94.64,564707,906.82 K,6.39 K,10007,24,17.00,0.8060,-99.27,0.00005223,-98.49
BOMB,0.6934,0.9494,- 26.06,44.82,941211,906.66 K,43.02 K,49353,6,8.00,13.95,-93.20,0.0015,-91.66
Merculet,0.0097,0.0004,- 27.86,- 96.53,1292171,905.14 K,190.63 K,130044,17,33.00,0.0144,-97.33,0.00000222,-97.75
NOIA Network,0.0564,0.0076,- 40.61,- 86.73,928260,903.91 K,25.51 K,40568,4,0.00,0.0584,-87.01,0.00000512,-80.06
ADAMANT Messenger,0.0504,0.0108,- 12.86,- 78.09,816504,900.29 K,17.23,188,11,33.00,0.0547,-80.16,0.00001338,-89.08
Expanse,0.1375,0.0515,29.61,- 61.57,871720,896.74 K,2.52 K,8040,51,25.00,9.45,-99.45,0.0021,-99.66
Auroracoin,3.21,0.0496,22.33,- 98.46,589599,896.15 K,173.50,23,69,33.00,28.69,-99.83,0.0464,-99.99
Pascal,0.0024,0.0302,- 31.84,1141.79,1251055,883.82 K,15.59 K,24866,36,42.00,5.63,-99.46,0.0014,-99.70
SolarCoin,0.0102,0.0157,- 19.42,49.00,914374,874.87 K,685.85,389,68,42.00,2.40,-99.35,0.0003,-99.38
HashCoin,0.0025,0.00006771,- 20.19,- 97.39,1218678,871.00 K,103.58,11004,17,17.00,0.0026,-97.36,0.00000036,-97.26
Bitcrystals,0.0174,0.0379,- 5.29,111.08,805728,864.54 K,0.3800,35,51,42.00,1.63,-97.67,0.0007,-99.29
Q DAO Governance token v1.0,17.19,12.11,- 33.14,- 22.40,1472884,862.04 K,0.1600,127,5,17.00,64.07,-81.10,0.0061,-73.14
Education Ecosystem,0.0477,0.0039,- 18.78,- 91.73,1012219,859.08 K,0.00,7992,21,67.00,0.0331,-88.09,0.00000404,-86.89
Spiking,0.0061,0.0019,- 12.56,- 66.56,829167,857.21 K,1.64 MM,1162285,5,8.00,0.0053,-63.70,0.00000049,-46.98
Semux,0.5743,0.0690,- 24.96,- 89.15,994659,856.90 K,1.43 K,1267,16,33.00,1.07,-93.54,0.0002,-94.55
Datum,0.0205,0.0008,- 20.71,- 95.90,996940,846.58 K,59.85 K,108436,24,50.00,0.1349,-99.37,0.00000957,-98.85
STEM CELL COIN,0.0506,0.0026,- 57.39,- 95.54,1853352,845.87 K,118.52,5779,9,17.00,0.0931,-97.17,0.00001762,-98.01
Hiveterminal Token,0.0135,0.0021,- 13.47,- 88.16,933047,845.66 K,1.28 K,1055,27,42.00,0.3559,-99.42,0.00002479,-98.87
Open Platform,0.2163,0.0008,- 4.15,- 99.65,919169,842.63 K,1.55 K,17487,18,58.00,0.2176,-99.63,0.00002900,-99.62
Gene Source Code Chain,0.0058,0.0022,- 30.11,- 55.21,2358663,840.81 K,16.21 K,20034,15,50.00,0.0146,-84.63,0.00000220,-86.37
nOS,0.0390,0.0082,- 27.81,- 79.29,1254972,837.21 K,32.96 K,43260,12,42.00,0.0651,-87.46,0.00001502,-92.67
Coinsuper Ecosystem Network,0.0183,0.0022,- 21.39,- 87.10,1068220,834.01 K,1.23 K,4993,13,33.00,0.0187,-88.14,0.00000361,-91.68
Stronghold Token,0.0027,0.0002,- 16.89,- 90.97,1089985,831.91 K,51.44,50,11,17.00,0.0033,-92.44,0.00000061,-95.06
Nework,0.0653,0.0056,- 9.39,- 91.81,941999,829.57 K,16.30 K,17705,22,50.00,0.1332,-95.78,0.00001604,-95.32
Mallcoin,0.0781,0.0047,1.99,- 93.97,722570,827.96 K,0.00,49,14,50.00,0.0698,-93.26,0.00001736,-96.37
ELA Coin,0.0817,0.0045,8.59,- 91.83,1344296,826.53 K,915.09 K,674333,10,33.00,0.0948,-95.24,0.00002338,-97.39
PIBBLE,0.0005,0.0001,- 13.50,- 76.52,992173,819.03 K,2.42 K,23427,9,17.00,0.0009,-88.12,0.00000023,-95.59
AmonD,0.0050,0.0015,- 29.89,- 65.28,952682,814.48 K,116.63 K,223221,2,0.00,0.0048,-68.05,0.00000059,-64.67
Zeepin,0.1713,0.0016,- 21.66,- 99.26,2140814,807.26 K,454.53,549,22,33.00,0.1837,-99.12,0.00001698,-98.70
Nebula AI,0.0136,0.0006,- 4.19,- 95.30,983604,804.77 K,253.70,683,19,42.00,0.0197,-96.74,0.00000211,-95.73
Howdoo,0.0247,0.0082,1.77,- 69.88,877960,803.83 K,84.81 K,97026,13,42.00,0.1268,-93.52,0.00001545,-92.88
Cashbery Coin,2.23,0.0119,- 4.59,- 99.43,1040646,802.12 K,1.85 K,1522,15,25.00,2.07,-99.42,0.0003,-99.51
Zper,0.0165,0.0006,- 18.54,- 96.21,843224,800.30 K,5.61 K,7848,16,33.00,0.0121,-94.96,0.00000229,-96.51
Dimecoin,0.00000182,0.00000148,- 15.77,- 20.25,909091,798.51 K,319.51,290,71,42.00,0.0003,-99.46,0.00000002,-100.00
DEEX,0.0555,0.0140,17.70,- 77.98,1391985,791.91 K,3.60 K,9915,14,25.00,0.0517,-72.91,0.00000827,-77.28
TrueFeedBack,0.0006,0.0004,- 23.67,- 39.12,1019105,787.95 K,170.60 K,8128945,2,0.00,0.0010,-63.93,0.00000014,-63.55
Pesetacoin,0.0060,0.0056,13.78,- 1.37,485504,782.45 K,3.51,55,69,50.00,0.1636,-96.58,0.00009898,-99.24
MassGrid,0.1656,0.0103,- 19.73,- 93.64,1134674,781.78 K,0.00,48,16,33.00,0.7725,-98.66,0.0002,-99.27
Blockchain Certified Data Token,0.0082,0.0223,7.64,170.79,764343,772.73 K,0.00,528,12,33.00,0.0580,-61.48,0.00000701,-57.18
U.CASH,0.0037,0.00007416,- 20.58,- 98.03,1030185,767.75 K,43.05,143,22,33.00,0.1247,-99.94,0.00001126,-99.91
Optimal Shelf Availability Token,0.0801,0.0006,- 19.39,- 99.27,982180,765.93 K,3.03 K,4046,13,17.00,0.1039,-99.47,0.00001860,-99.62
BitcoinZ,0.0023,0.0001,5.08,- 94.30,686050,764.03 K,3.58 K,3466,26,50.00,0.0235,-99.44,0.00000186,-98.93
Tolar,0.0139,0.0030,- 17.97,- 78.72,973016,760.81 K,153.44 K,185571,14,42.00,0.0193,-84.28,0.00000299,-86.30
Trias,0.0103,0.0009,- 39.03,- 91.00,1072649,760.74 K,300.87 K,247710,6,0.00,0.0102,-91.69,0.00000131,-91.58
IG Gold,0.0002,0.00008574,- 10.15,- 47.77,845562,759.95 K,5.08 K,4060,5,17.00,0.0003,-67.76,0.00000002,-58.92
aXpire,0.2573,0.0027,- 32.54,- 98.81,1167213,759.21 K,3.61 K,1244,22,33.00,0.0884,-96.96,0.00000978,-96.32
VeriCoin,0.0034,0.0234,- 24.01,603.52,944468,755.59 K,6.22 K,7755,67,25.00,2.61,-99.10,0.0005,-99.39
WeShow Token,0.0762,0.0047,- 23.47,- 93.66,698814,755.38 K,4.30 MM,2044654,13,17.00,0.0687,-93.12,0.00001586,-96.03
EncrypGen,0.0474,0.0112,- 8.15,- 65.62,1093218,751.97 K,2.17 K,376,24,42.00,1.95,-99.43,0.0001,-98.82
RedFOX Labs,0.0342,0.0069,- 30.95,- 79.96,877594,749.63 K,29.81 K,33572,6,17.00,0.0792,-91.23,0.00000914,-89.82
SIBCoin,0.0053,0.0413,- 3.63,674.47,805450,745.97 K,18.10 K,132705,50,42.00,5.14,-99.20,0.0008,-99.32
MidasProtocol,0.0165,0.0023,- 21.94,- 87.31,885581,745.29 K,42.28 K,50236,14,50.00,0.0267,-91.39,0.00000406,-92.36
MARK.SPACE,0.0481,0.0010,- 31.43,- 98.38,1119212,744.58 K,427.91,1583,19,33.00,0.1456,-99.34,0.00001514,-99.14
Niobium Coin,0.2639,0.0150,- 18.04,- 93.82,1085500,739.76 K,557.44,3359,16,50.00,0.6362,-97.64,0.00009895,-97.96
StrongHands,0.0002,0.00004556,662.50,- 85.31,908869,736.53 K,91.05,207,49,33.00,0.0008,-94.50,0.00000248,-99.60
Bitcoin Atom,1203.62,0.0400,- 24.41,- 100.00,717183,736.30 K,45.59,86,23,25.00,693.92,-99.99,0.0541,-99.99
Datawallet,0.1181,0.0019,2.71,- 98.54,419594,728.24 K,38.73 K,22195,22,42.00,0.1293,-98.56,0.00001292,-98.07
Bitcoin Interest,21.50,0.0397,- 23.36,- 99.88,519859,727.85 K,2.01 K,317,19,17.00,10.08,-99.61,0.0012,-99.56
Actinium,0.0237,0.0447,12.91,99.16,1359125,720.57 K,3.21 K,4358,14,50.00,0.1528,-70.72,0.00001697,-64.58
SelfSell,0.1547,0.0018,- 31.11,- 98.97,863235,717.76 K,18.60 K,151689,22,58.00,0.1318,-98.60,0.00001476,-98.31
Mindexcoin,0.0153,0.0010,- 56.29,- 93.78,977431,713.76 K,5.39 K,197298,15,33.00,0.7641,-99.86,0.0001,-99.88
Ulord,0.1520,0.0104,- 19.90,- 92.58,1824979,711.79 K,29.05 K,56654,15,17.00,0.1586,-93.43,0.00002353,-94.05
Webflix Token,0.0046,0.0013,- 5.86,- 73.19,717000,711.18 K,269.37 K,369471,6,17.00,0.0031,-57.39,0.00000039,-53.72
EthBooks,0.0072,0.0078,N/A,31.74,645755,708.95 K,63.66 K,65775,1,0.00,0.0308,-74.78,0.00000418,-75.11
BOOM,0.0146,0.0009,- 34.67,- 93.74,1037287,707.16 K,11.87 K,27602,4,0.00,0.0133,-93.16,0.00000112,-89.27
Merebel,0.2691,0.1342,- 19.41,- 47.08,0,706.18 K,101.80,610,7,17.00,0.5294,-74.65,0.00005998,-69.95
FansTime,0.0100,0.0002,- 35.61,- 97.73,1011609,702.96 K,73.49 K,162818,17,25.00,0.0105,-97.66,0.00000133,-97.74
Amon,0.0652,0.0012,8.28,- 98.12,620855,699.27 K,752.62,1940,19,42.00,0.0306,-96.04,0.00000406,-96.05
Sphere,0.0027,0.0558,34.34,1968.88,833102,697.01 K,13.28,1664,55,58.00,11.15,-99.50,0.0020,-99.62
NewYorkCoin,0.00000431,0.00000520,- 1.60,44.36,697252,696.75 K,11.23,389,67,50.00,0.0010,-99.46,0.00000006,-100.00
Nuggets,0.0019,0.0004,- 12.05,- 82.83,799449,691.96 K,1.75 K,568,16,42.00,0.0015,-73.69,0.00000023,-78.65
Kambria,0.0295,0.0006,- 27.54,- 98.08,833610,687.39 K,36.21 K,86852,12,17.00,0.0310,-98.20,0.00000828,-99.03
Novacoin,4.22,0.2923,- 18.07,- 92.96,720327,682.73 K,718.68,832,79,58.00,26.13,-98.88,0.0624,-99.94
SureRemit,0.0312,0.0014,- 17.12,- 95.59,1221114,680.61 K,0.00,1241,22,33.00,0.0454,-97.00,0.00000527,-96.58
Zen Protocol,0.7392,0.0300,- 53.40,- 98.07,1058097,679.40 K,2.53 K,63311,15,25.00,1.17,-97.44,0.0002,-97.58
Cloudbric,0.0056,0.0014,- 25.23,- 75.10,729088,676.83 K,34.02 K,76831,10,17.00,0.0114,-87.65,0.00000261,-92.71
Infinitecoin,0.00000077,0.00000745,- 23.60,713.06,794360,675.19 K,21.09,1048,77,33.00,0.0015,-99.50,0.00000026,-100.00
FintruX Network,0.3049,0.0070,- 22.53,- 97.86,784347,667.22 K,353.67,955,19,50.00,0.3307,-97.88,0.00003589,-97.38
Rate3,0.0209,0.0007,- 25.49,- 96.41,837989,660.81 K,69.99 K,119244,17,42.00,0.0258,-97.12,0.00000383,-97.39
Coineal Token,0.0076,0.0021,- 27.28,- 73.01,609034,660.07 K,29.62 K,24301,6,8.00,0.0173,-87.57,0.00000198,-85.32
Business Credit Substitute,1.45,0.3740,- 4.55,- 64.68,1526853,659.56 K,59.21 K,254941,2,0.00,1.34,-72.03,0.0002,-70.08
SafeCoin,0.0423,0.0238,- 38.53,- 46.59,808115,659.24 K,24.18,99,9,25.00,0.1184,-79.93,0.00001495,-78.67
Waves Community Token,0.3871,0.0656,- 29.32,- 80.88,896078,656.35 K,4.67 K,662,34,25.00,5.25,-98.75,0.0014,-99.39
Quasarcoin,0.0514,0.0039,- 13.84,- 92.77,688912,655.88 K,1.94 K,2256,14,75.00,0.0487,-92.01,0.00001008,-94.84
Ormeus Coin,0.5670,0.0183,- 39.99,- 96.64,697977,655.65 K,115.54 K,114524,26,33.00,5.19,-99.65,0.0007,-99.63
HiCoin,0.0818,0.0001,- 29.45,- 99.82,1019412,654.19 K,0.00,121,43,33.00,0.0886,-99.83,0.0002,-99.99
EchoLink,0.4441,0.0013,- 18.68,- 99.68,1078766,652.21 K,58.96 K,110697,23,33.00,0.2272,-99.43,0.00002002,-99.10
IONChain,0.0053,0.0054,- 21.02,- 1.97,842695,650.06 K,78.55 K,83884,13,50.00,0.0132,-59.48,0.00000154,-53.18
Hacken,3.00,0.1182,- 9.02,- 96.40,579690,648.54 K,364.19,941,23,42.00,6.76,-98.25,0.0007,-97.75
Sakura Bloom,0.0052,0.0003,24.60,- 95.09,702858,647.63 K,0.00,11070,19,33.00,0.0161,-98.44,0.00000240,-98.75
PinkCoin,0.00005653,0.0016,- 3.87,2756.24,697744,646.68 K,2.93 K,3723,67,42.00,0.1065,-98.53,0.00000987,-97.87
GeoCoin,0.0476,0.2030,7.72,345.97,731157,645.66 K,956.80,911,57,42.00,18.32,-98.89,0.0013,-97.83
NuBits,1.01,0.0588,- 8.27,- 93.87,622222,645.50 K,8.58 K,7853,62,50.00,1.26,-95.35,0.0053,-99.85
WinStars.live,0.0596,0.0365,- 11.09,- 40.38,786576,642.95 K,8.68 K,1981,5,17.00,0.1569,-76.77,0.00001445,-66.15
FuzeX,0.0339,0.0008,- 37.39,- 98.50,764280,638.99 K,3.87 K,2271,19,33.00,0.0792,-99.02,0.00000958,-98.96
Conceal,0.2721,0.1226,- 29.07,- 55.16,753737,634.87 K,110.05 K,121481,10,25.00,0.8499,-85.57,0.00008927,-81.56
FREE Coin,0.00000010,0.00000007,- 17.50,- 26.01,748513,634.01 K,46.58 K,25058,14,42.00,0.00003588,-99.80,0.00000001,-100.00
Lition,0.1855,0.0245,- 33.66,- 86.93,928939,629.78 K,98.12 K,142866,8,17.00,0.3694,-93.36,0.00003196,-89.71
Zero,0.0919,0.0834,21.90,- 3.00,1016441,627.34 K,666.57,1237,32,42.00,12.05,-99.31,0.0008,-98.60
Faceter,0.0186,0.0013,18.68,- 92.76,617550,624.14 K,2.18 K,3994,18,50.00,0.0177,-92.51,0.00000231,-92.20
Bitcoin Plus,11.08,4.69,- 20.36,- 56.80,658593,622.88 K,19.09 K,18707,67,50.00,189.50,-97.52,0.0787,-99.20
Uquid Coin,1.01,0.0617,- 18.02,- 94.14,798040,616.71 K,616.98 K,753142,24,42.00,2.96,-97.92,0.0003,-97.62
XEL,0.7787,0.0067,- 14.08,- 99.07,753756,614.21 K,338.44,791,29,25.00,1.04,-99.35,0.0002,-99.63
42-coin,1013620.00,14621.29,- 13.74,- 98.52,761184,614.09 K,214.87,383,71,50.00,354434.00,-95.87,419.61,-99.53
VouchForMe,0.3302,0.0027,- 5.84,- 99.20,642601,613.01 K,17.40 K,24375,22,42.00,0.3561,-99.25,0.00003078,-98.83
Pluton,3.09,0.7196,- 13.50,- 73.35,661188,611.67 K,2.23 K,4128,39,42.00,31.12,-97.69,0.0072,-98.65
Cardstack,0.0064,0.0003,- 17.56,- 95.82,721599,600.10 K,30.64 K,35927,17,25.00,0.0067,-96.23,0.00000101,-97.04
Elite,0.00007958,0.00002250,33.32,- 72.17,616259,597.12 K,0.0300,167,49,42.00,0.0011,-97.97,0.00000032,-100.00
STK,0.3146,0.0017,- 23.21,- 99.45,845307,595.15 K,2.01 K,32787,22,42.00,0.2272,-99.23,0.00002533,-99.09
COVA,0.0027,0.0002,- 31.10,- 91.06,766874,594.24 K,753.49 K,986003,11,25.00,0.0053,-95.50,0.00000069,-95.62
Vetri,0.0057,0.0022,23.04,- 63.97,561499,593.20 K,361.76,132,13,33.00,0.0300,-92.70,0.00000478,-93.93
Xriba,0.1095,0.0056,- 11.26,- 94.81,709965,589.05 K,339.45,694,15,25.00,0.0547,-89.75,0.00001086,-93.09
OracleChain,0.2026,0.0195,5.31,- 90.39,663878,586.29 K,9.00 K,9530,28,25.00,1.15,-98.29,0.0001,-98.17
Maverick Chain,0.1015,0.0054,- 4.12,- 94.51,578461,581.12 K,5.43 K,5724,23,50.00,0.1390,-96.09,0.00001264,-94.22
TurtleNetwork,0.0047,0.0066,- 21.21,19.81,0,579.57 K,2.68 K,3351,1,0.00,0.0070,-6.12,0.00000095,-7.76
Swarm City,0.1409,0.0677,10.99,- 52.10,585274,578.25 K,211.88,281,33,33.00,5.78,-98.83,0.0022,-99.59
MESG,0.1349,0.0092,- 34.40,- 93.03,780181,569.86 K,557.80 K,1099074,9,25.00,0.1003,-90.83,0.00001526,-91.87
PDATA,0.2129,0.0016,- 33.89,- 99.77,324506,569.73 K,8.11 K,5454,5,0.00,0.0152,-89.53,0.00000132,-84.04
CVCoin,0.3503,0.0459,- 25.99,- 87.39,706010,568.37 K,14.82 K,74299,29,25.00,3.33,-98.62,0.0003,-98.04
Atlantis Blue Digital Token,0.0110,0.0031,- 88.61,- 70.44,631487,568.11 K,0.00,0,16,58.00,2.96,-99.89,0.0003,-99.86
FLIP,0.0705,0.0101,6.48,- 86.46,602540,562.68 K,266.43,845,19,33.00,0.0613,-83.60,0.00000849,-84.10
Sharder,0.0838,0.0020,- 4.54,- 97.98,642325,560.69 K,34.18 K,45645,19,42.00,0.1158,-98.29,0.00001269,-97.87
Noku,0.2782,0.0235,- 35.89,- 91.53,1523923,558.28 K,399.62,751,16,50.00,0.4017,-94.15,0.00005818,-94.59
Alphacat,0.0155,0.0002,- 1.89,- 98.65,619909,555.34 K,33.58 K,105174,22,25.00,0.0146,-98.63,0.00000176,-98.29
Dignity,0.0583,0.0010,- 40.07,- 98.36,793245,545.19 K,12.15 K,28045,19,25.00,0.2960,-99.65,0.00003141,-99.55
ESBC,0.0487,0.0266,- 12.55,- 43.67,631349,542.64 K,18.08 K,34825,7,17.00,0.0759,-64.91,0.00000902,-60.42
PTON,0.0028,0.00003623,- 45.59,- 98.85,614573,540.19 K,464.85,1140,8,0.00,0.0020,-98.20,0.00000047,-100.00
GAMB,0.0002,0.0001,11.80,- 29.54,866969,535.15 K,145.62 K,147237,8,25.00,0.0005,-69.57,0.00000007,-72.82
CrypticCoin,0.0025,0.0002,- 21.00,- 93.29,533873,533.24 K,8.44 K,6194,13,25.00,0.0079,-97.35,0.00000134,-97.77
GoldenPyrex,0.0573,0.0530,123.69,- 69.51,171790,529.30 K,51.02 K,9744,14,33.00,0.6370,-91.68,0.0001,-93.70
Digital Insurance Token,0.0022,0.0024,- 9.45,14.29,626359,529.26 K,252.84,77,15,50.00,0.0093,-74.72,0.00000137,-76.72
Carboneum [C8] Token,0.0053,0.0102,- 6.45,91.00,728132,527.67 K,0.00,20,15,67.00,0.0540,-81.12,0.00000999,-86.29
PIXEL,0.0113,0.0130,36.56,32.22,887725,526.05 K,341.35 K,698761,5,17.00,0.0292,-55.33,0.00000342,-48.79
Iconiq Lab Token,0.4449,0.1357,27.03,- 69.49,633857,523.63 K,0.00,97,14,42.00,0.7818,-82.64,0.0001,-84.77
Thrive Token,0.0347,0.0051,- 14.62,- 85.67,569686,522.63 K,17.96 K,15555,17,42.00,0.0332,-84.75,0.00000523,-87.00
Denarius,0.1708,0.0773,- 8.26,- 60.45,503394,521.76 K,3.11 K,1086,29,33.00,3.97,-98.05,0.0004,-97.25
UpToken,0.4195,0.0036,- 11.19,- 99.15,554733,520.65 K,0.00,313,20,25.00,0.3154,-98.87,0.00003992,-98.80
X8X Token,0.0197,0.0066,- 10.88,- 68.46,646597,517.26 K,1.31 K,714,16,17.00,0.0707,-90.66,0.00001057,-91.58
Hush,0.0273,0.0660,13.00,134.55,564385,517.04 K,1.79 K,1574,36,33.00,19.05,-99.65,0.0015,-99.43
USDX,0.2949,0.6760,6.55,129.76,0,516.92 K,114.23,54,1,8.00,0.7470,-9.51,0.00009883,-8.16
WhiteCoin,0.0027,0.0021,- 58.49,- 26.19,1154836,516.63 K,10.18 K,29312,68,17.00,0.2824,-99.27,0.00002303,-98.78
Aryacoin,0.0120,0.0042,- 9.22,- 69.18,214893,515.16 K,10.36 K,5869,6,8.00,0.0122,-65.43,0.00000124,-54.07
MTC Mesh Network,0.0226,0.0013,- 13.12,- 94.20,531538,512.39 K,3.92 K,5289,16,42.00,0.0192,-93.07,0.00000284,-93.65
Copytrack,0.3884,0.0106,0.00,- 97.26,512169,512.17 K,0.00,0,21,42.00,0.3182,-96.65,0.00002825,-94.94
